country_id,neighbor_id,pass_face,pass_u,pass_v,barrier,heart_face,heart_u,heart_v
45,420,pos_y,0,177,197,pos_y,4,160
45,444,neg_x,88,253,207,pos_y,4,160
45,472,pos_y,11,160,202,pos_y,4,160
46,51,pos_y,25,218,968,pos_y,26,206
46,420,pos_y,20,197,952,pos_y,26,206
46,436,pos_y,19,226,968,pos_y,26,206
46,478,pos_y,27,212,964,pos_y,26,206
46,487,pos_y,21,197,953,pos_y,26,206
46,491,pos_y,19,204,219,pos_y,26,206
47,128,pos_y,209,240,979,pos_y,211,242
47,248,pos_y,199,250,944,pos_y,211,242
47,481,pos_y,211,252,242,pos_y,211,242
48,75,pos_y,140,64,960,pos_y,131,72
48,402,pos_y,106,75,1013,pos_y,131,72
48,407,pos_y,108,65,969,pos_y,131,72
48,428,pos_y,125,77,964,pos_y,131,72
48,447,pos_y,132,76,963,pos_y,131,72
48,456,pos_y,140,63,249,pos_y,131,72
49,50,pos_x,250,240,1005,pos_x,255,238
49,56,pos_x,255,204,942,pos_x,255,238
49,116,pos_x,243,193,947,pos_x,255,238
49,145,neg_z,2,236,993,pos_x,255,238
49,221,neg_z,11,210,1049,pos_x,255,238
49,236,neg_z,11,219,254,pos_x,255,238
49,266,pos_x,216,201,969,pos_x,255,238
49,297,pos_x,230,205,962,pos_x,255,238
49,399,pos_x,249,239,1007,pos_x,255,238
50,128,pos_y,220,240,1010,pos_x,227,229
50,145,pos_x,250,241,287,pos_x,227,229
50,174,neg_z,1,251,359,pos_x,227,229
50,297,pos_x,223,224,1126,pos_x,227,229
50,333,pos_y,230,230,977,pos_x,227,229
50,399,pos_x,249,241,1114,pos_x,227,229
50,477,pos_x,215,231,980,pos_x,227,229
50,485,pos_y,236,225,972,pos_x,227,229
51,60,pos_y,47,232,960,pos_y,72,231
51,237,pos_y,54,234,958,pos_y,72,231
51,285,pos_y,72,231,605,pos_y,72,231
51,423,pos_y,74,225,969,pos_y,72,231
51,436,pos_y,25,220,969,pos_y,72,231
51,467,pos_y,57,218,229,pos_y,72,231
51,478,pos_y,26,218,233,pos_y,72,231
52,91,neg_x,58,30,960,neg_x,75,19
52,192,neg_x,109,16,955,neg_x,75,19
52,286,neg_x,109,13,953,neg_x,75,19
52,358,neg_x,106,4,948,neg_x,75,19
52,366,neg_x,77,18,949,neg_x,75,19
52,417,neg_x,56,26,966,neg_x,75,19
52,471,neg_x,64,30,224,neg_x,75,19
52,489,neg_x,103,2,955,neg_x,75,19
52,493,neg_x,104,17,957,neg_x,75,19
53,84,pos_z,251,210,950,pos_z,252,185
53,95,pos_x,0,208,945,pos_z,252,185
53,118,pos_z,230,186,953,pos_z,252,185
53,125,pos_x,7,194,1027,pos_z,252,185
53,153,pos_x,6,182,941,pos_z,252,185
53,156,pos_x,3,176,936,pos_z,252,185
53,235,pos_x,7,191,1027,pos_z,252,185
53,335,pos_x,6,198,1026,pos_z,252,185
53,337,pos_x,7,195,945,pos_z,252,185
54,249,neg_x,14,176,303,neg_x,21,177
54,464,neg_x,31,155,972,neg_x,21,177
54,497,neg_x,14,155,205,neg_x,21,177
55,74,neg_x,8,64,943,neg_z,224,47
55,87,neg_x,18,49,956,neg_z,224,47
55,114,neg_z,255,43,943,neg_z,224,47
55,142,neg_z,223,49,967,neg_z,224,47
55,163,neg_x,0,43,943,neg_z,224,47
55,165,neg_x,14,45,219,neg_z,224,47
55,180,neg_z,226,41,968,neg_z,224,47
55,261,neg_x,26,57,960,neg_z,224,47
55,302,neg_z,232,37,966,neg_z,224,47
55,368,neg_z,227,31,979,neg_z,224,47
55,369,neg_z,234,60,953,neg_z,224,47
55,370,neg_z,255,65,936,neg_z,224,47
55,492,neg_z,252,66,938,neg_z,224,47
56,78,pos_x,255,168,931,neg_z,7,195
56,81,neg_z,23,181,984,neg_z,7,195
56,116,pos_x,243,191,945,neg_z,7,195
56,221,neg_z,12,207,963,neg_z,7,195
56,240,pos_x,249,162,935,neg_z,7,195
56,305,neg_z,18,187,962,neg_z,7,195
57,172,neg_x,106,242,971,neg_x,114,242
57,354,neg_x,127,232,999,neg_x,114,242
57,495,neg_x,110,235,210,neg_x,114,242
58,132,pos_x,222,0,949,neg_y,239,50
58,183,neg_y,254,44,946,neg_y,239,50
58,216,neg_y,255,8,957,neg_y,239,50
58,218,neg_y,234,41,962,neg_y,239,50
58,245,neg_y,248,49,965,neg_y,239,50
58,314,neg_y,240,8,968,neg_y,239,50
58,318,neg_y,232,35,967,neg_y,239,50
58,373,neg_y,233,10,966,neg_y,239,50
59,463,neg_y,217,223,254,neg_y,217,212
59,482,neg_y,214,223,251,neg_y,217,212
60,98,pos_y,31,253,952,pos_y,43,234
60,237,pos_y,48,234,959,pos_y,43,234
60,436,pos_y,30,253,217,pos_y,43,234
61,136,pos_z,200,68,971,pos_z,169,88
61,171,pos_z,178,71,972,pos_z,169,88
61,219,pos_z,172,87,292,pos_z,169,88
61,309,pos_z,203,67,971,pos_z,169,88
61,426,pos_z,204,84,985,pos_z,169,88
62,99,pos_z,50,127,955,pos_z,60,122
62,146,pos_z,51,138,258,pos_z,60,122
62,255,pos_z,56,141,958,pos_z,60,122
62,441,pos_z,75,151,245,pos_z,60,122
62,449,pos_z,58,114,958,pos_z,60,122
63,393,neg_y,186,247,1067,neg_y,201,238
63,413,neg_y,184,216,977,neg_y,201,238
63,470,neg_y,185,244,224,neg_y,201,238
63,482,neg_y,201,236,969,neg_y,201,238
64,243,pos_y,63,147,961,pos_y,76,140
64,359,pos_y,67,126,965,pos_y,76,140
64,431,pos_y,89,152,985,pos_y,76,140
64,458,pos_y,63,148,225,pos_y,76,140
65,80,pos_z,106,89,970,pos_z,126,96
65,409,pos_z,124,118,972,pos_z,126,96
65,474,pos_z,104,117,968,pos_z,126,96
66,101,neg_y,243,64,946,neg_y,232,85
66,107,neg_y,209,68,963,neg_y,232,85
66,245,neg_y,247,58,962,neg_y,232,85
66,288,neg_y,214,81,958,neg_y,232,85
66,332,neg_y,239,74,219,neg_y,232,85
66,343,neg_y,208,69,985,neg_y,232,85
66,344,neg_y,208,70,985,neg_y,232,85
66,361,neg_y,226,85,293,neg_y,232,85
66,362,neg_y,209,74,961,neg_y,232,85
67,90,neg_z,40,166,957,neg_z,50,119
67,108,neg_z,49,119,992,neg_z,50,119
67,345,neg_z,60,155,962,neg_z,50,119
67,363,neg_z,71,158,236,neg_z,50,119
68,140,pos_x,164,0,930,pos_x,146,10
68,437,pos_x,159,13,961,pos_x,146,10
69,129,neg_x,60,107,976,neg_x,31,88
69,228,neg_x,58,109,976,neg_x,31,88
69,293,neg_x,54,111,959,neg_x,31,88
69,432,neg_x,38,108,956,neg_x,31,88
69,446,neg_x,38,74,313,neg_x,31,88
69,497,neg_x,31,105,949,neg_x,31,88
70,82,neg_x,130,48,955,neg_x,113,64
70,89,neg_x,131,48,955,neg_x,113,64
70,105,neg_x,131,49,956,neg_x,113,64
70,130,neg_x,125,79,990,neg_x,113,64
70,154,neg_x,134,53,959,neg_x,113,64
70,170,neg_x,110,59,960,neg_x,113,64
71,244,neg_x,85,211,958,neg_x,60,232
71,257,neg_x,89,214,980,neg_x,60,232
71,342,neg_x,58,233,345,neg_x,60,232
71,495,neg_x,83,238,257,neg_x,60,232
72,134,neg_y,95,225,963,neg_y,106,254
72,138,neg_y,108,250,331,neg_y,106,254
72,143,neg_y,72,228,967,neg_y,106,254
72,238,neg_y,113,235,957,neg_y,106,254
72,251,neg_y,72,239,961,neg_y,106,254
72,351,neg_y,100,225,963,neg_y,106,254
72,414,neg_y,84,245,955,neg_y,106,254
73,254,neg_x,130,2,946,neg_x,128,9
73,493,neg_x,115,19,221,neg_x,128,9
74,87,neg_x,37,67,287,neg_x,35,72
74,149,neg_x,24,82,226,neg_x,35,72
74,273,neg_x,5,86,936,neg_x,35,72
74,370,neg_x,0,82,933,neg_x,35,72
74,372,neg_x,1,86,934,neg_x,35,72
74,445,neg_x,25,89,1015,neg_x,35,72
75,178,pos_y,157,57,964,pos_y,151,59
75,189,pos_y,172,54,968,pos_y,151,59
75,339,pos_y,173,67,968,pos_y,151,59
75,340,pos_y,151,57,988,pos_y,151,59
75,447,pos_y,142,68,962,pos_y,151,59
75,456,pos_y,142,59,958,pos_y,151,59
76,276,pos_x,206,6,948,pos_x,190,23
76,289,pos_x,201,3,960,pos_x,190,23
76,357,pos_x,205,33,310,pos_x,190,23
76,451,pos_x,184,41,987,pos_x,190,23
77,204,pos_z,25,107,948,pos_z,30,105
77,334,pos_z,35,113,950,pos_z,30,105
77,450,pos_z,34,89,952,pos_z,30,105
77,460,pos_z,15,94,991,pos_z,30,105
78,81,neg_z,5,136,933,neg_z,2,165
78,240,pos_x,249,160,934,neg_z,2,165
78,269,neg_z,0,135,930,neg_z,2,165
79,93,pos_x,163,35,951,pos_x,176,31
79,260,pos_x,154,32,952,pos_x,176,31
80,122,pos_z,99,54,990,pos_z,114,82
80,448,pos_z,88,64,967,pos_z,114,82
81,108,neg_z,12,132,937,neg_z,26,169
81,210,neg_z,6,126,935,neg_z,26,169
82,89,neg_x,130,47,954,neg_x,129,23
82,170,neg_x,108,57,959,neg_x,129,23
82,223,neg_x,143,21,960,neg_x,129,23
82,321,neg_x,132,38,974,neg_x,129,23
82,322,neg_x,111,43,994,neg_x,129,23
82,390,neg_x,151,12,970,neg_x,129,23
82,493,neg_x,117,32,329,neg_x,129,23
83,103,neg_z,80,223,953,neg_z,86,214
83,117,neg_z,57,226,983,neg_z,86,214
83,205,neg_z,56,211,970,neg_z,86,214
83,241,neg_z,54,210,982,neg_z,86,214
83,262,neg_z,67,207,970,neg_z,86,214
83,315,neg_z,70,205,970,neg_z,86,214
84,95,pos_z,252,211,950,pos_z,245,235
84,118,pos_z,225,211,968,pos_z,245,235
85,130,neg_x,111,68,1011,neg_x,86,55
85,148,neg_x,111,85,985,neg_x,86,55
85,170,neg_x,106,64,990,neg_x,86,55
85,347,neg_x,104,75,971,neg_x,86,55
86,102,pos_z,16,136,940,pos_z,15,130
86,115,pos_z,15,137,940,pos_z,15,130
86,181,pos_z,23,114,947,pos_z,15,130
86,460,pos_z,9,111,984,pos_z,15,130
87,91,neg_x,46,53,1029,neg_x,31,34
87,96,neg_x,17,37,962,neg_x,31,34
87,144,neg_x,31,42,971,neg_x,31,34
87,165,neg_x,16,45,957,neg_x,31,34
87,261,neg_x,26,56,961,neg_x,31,34
87,326,neg_x,28,31,1030,neg_x,31,34
88,131,neg_x,244,84,205,neg_x,250,83
88,250,neg_x,253,72,937,neg_x,250,83
88,264,pos_z,3,64,940,neg_x,250,83
88,460,pos_z,8,99,983,neg_x,250,83
89,105,neg_x,134,49,957,neg_x,136,40
89,191,neg_x,155,38,967,neg_x,136,40
89,220,neg_x,156,35,990,neg_x,136,40
89,320,neg_x,153,22,962,neg_x,136,40
89,321,neg_x,148,23,961,neg_x,136,40
90,310,neg_z,69,170,275,neg_z,70,168
90,345,neg_z,60,156,962,neg_z,70,168
91,144,neg_x,45,52,264,neg_x,51,50
91,326,neg_x,38,29,999,neg_x,51,50
91,417,neg_x,53,27,965,neg_x,51,50
91,471,neg_x,59,32,960,neg_x,51,50
92,131,neg_x,251,97,935,neg_x,249,96
92,137,neg_x,248,102,936,neg_x,249,96
92,460,pos_z,6,107,233,neg_x,249,96
93,260,pos_x,151,37,952,pos_x,176,47
93,406,pos_x,164,64,300,pos_x,176,47
93,451,pos_x,176,52,1144,pos_x,176,47
94,125,pos_x,28,174,953,pos_x,36,164
94,162,pos_x,38,163,973,pos_x,36,164
94,270,pos_x,27,195,241,pos_x,36,164
94,336,pos_x,40,187,267,pos_x,36,164
95,335,pos_x,7,199,948,pos_x,16,223
96,165,neg_x,8,30,957,neg_x,10,16
96,326,neg_x,28,28,1029,neg_x,10,16
97,149,neg_x,2,110,323,neg_x,15,114
97,224,neg_x,2,119,931,neg_x,15,114
97,445,neg_x,22,92,970,neg_x,15,114
98,237,pos_y,52,237,956,pos_y,49,241
98,308,pos_y,49,244,959,pos_y,49,241
98,396,neg_z,219,251,978,pos_y,49,241
98,436,neg_z,234,243,248,pos_y,49,241
99,102,pos_z,35,119,950,pos_z,50,111
99,146,pos_z,47,129,954,pos_z,50,111
99,334,pos_z,36,115,950,pos_z,50,111
99,449,pos_z,48,105,955,pos_z,50,111
99,450,pos_z,47,104,956,pos_z,50,111
100,397,pos_y,215,173,958,pos_y,203,155
100,422,pos_y,201,146,958,pos_y,203,155
100,443,pos_y,203,162,960,pos_y,203,155
100,476,pos_y,209,173,959,pos_y,203,155
101,140,neg_y,255,75,934,neg_y,244,74
101,245,neg_y,250,59,976,neg_y,244,74
101,289,pos_x,193,1,957,neg_y,244,74
101,332,neg_y,245,75,306,neg_y,244,74
102,115,pos_z,16,138,940,pos_z,19,136
102,146,pos_z,37,133,951,pos_z,19,136
102,201,pos_z,19,138,940,pos_z,19,136
102,253,pos_z,23,138,943,pos_z,19,136
102,304,pos_z,28,138,210,pos_z,19,136
103,117,neg_z,75,240,945,neg_z,76,235
104,113,pos_z,18,44,958,pos_z,20,60
104,264,pos_z,8,54,947,pos_z,20,60
104,311,pos_z,17,42,959,pos_z,20,60
104,317,pos_z,8,44,216,pos_z,20,60
104,450,pos_z,22,66,1003,pos_z,20,60
105,154,neg_x,135,53,960,neg_x,164,50
105,187,neg_x,150,67,983,neg_x,164,50
105,191,neg_x,153,42,971,neg_x,164,50
106,110,neg_x,153,238,296,neg_x,146,240
106,175,neg_x,133,229,998,neg_x,146,240
106,367,neg_x,139,244,937,neg_x,146,240
107,343,neg_y,202,68,231,neg_y,191,66
107,494,neg_y,187,55,988,neg_y,191,66
108,210,neg_z,13,130,938,neg_z,40,117
108,452,neg_z,30,111,960,neg_z,40,117
109,141,pos_y,242,143,937,pos_y,237,124
109,195,pos_y,231,127,945,pos_y,237,124
110,175,neg_x,151,216,398,neg_x,152,216
110,301,neg_x,158,238,943,neg_x,152,216
111,119,pos_y,0,131,972,pos_y,6,130
111,172,neg_x,116,249,992,pos_y,6,130
111,188,pos_y,5,133,960,pos_y,6,130
111,295,pos_y,19,134,237,pos_y,6,130
111,323,pos_y,2,135,956,pos_y,6,130
111,353,pos_y,5,118,327,pos_y,6,130
111,388,pos_y,32,115,973,pos_y,6,130
111,455,pos_y,32,120,982,pos_y,6,130
111,490,pos_y,20,134,325,pos_y,6,130
111,499,pos_y,8,118,233,pos_y,6,130
112,198,pos_y,208,115,954,pos_y,202,110
112,422,pos_y,202,122,958,pos_y,202,110
112,442,pos_y,214,100,233,pos_y,202,110
113,208,pos_z,33,31,995,pos_z,33,44
113,311,pos_z,18,43,959,pos_z,33,44
113,450,pos_z,28,55,1010,pos_z,33,44
113,468,pos_z,35,44,1020,pos_z,33,44
114,163,neg_z,255,34,949,neg_z,246,38
114,302,neg_z,245,26,962,neg_z,246,38
115,201,pos_z,20,152,289,pos_z,8,137
115,206,pos_z,10,145,940,pos_z,8,137
116,294,pos_x,221,181,221,pos_x,227,185
117,481,neg_z,66,249,940,neg_z,70,248
118,277,pos_z,210,185,965,pos_z,216,195
119,172,neg_x,119,244,977,neg_x,120,247
119,325,neg_x,135,250,934,neg_x,120,247
119,353,pos_y,4,127,1025,neg_x,120,247
120,230,pos_y,182,92,970,pos_y,193,89
120,425,pos_y,202,79,986,pos_y,193,89
120,480,pos_y,189,106,984,pos_y,193,89
121,175,neg_x,142,213,1006,neg_x,140,207
121,495,neg_x,120,213,951,neg_x,140,207
122,234,pos_z,67,34,1006,pos_z,94,50
122,448,pos_z,97,53,1025,pos_z,94,50
122,459,pos_z,74,36,1015,pos_z,94,50
122,468,pos_z,73,42,984,pos_z,94,50
123,143,neg_y,54,224,986,neg_y,77,187
123,151,neg_y,57,215,991,neg_y,77,187
123,173,neg_y,65,202,995,neg_y,77,187
123,176,neg_y,78,194,992,neg_y,77,187
123,197,neg_y,53,225,989,neg_y,77,187
123,232,neg_y,78,177,992,neg_y,77,187
123,252,neg_y,73,197,988,neg_y,77,187
123,279,neg_y,75,196,991,neg_y,77,187
123,280,neg_y,52,214,998,neg_y,77,187
123,291,neg_y,54,225,986,neg_y,77,187
123,365,neg_y,50,221,996,neg_y,77,187
123,500,neg_y,65,189,995,neg_y,77,187
124,226,neg_z,171,92,242,neg_z,160,103
124,287,neg_z,162,88,974,neg_z,160,103
124,387,neg_z,175,113,233,neg_z,160,103
124,427,neg_z,179,100,261,neg_z,160,103
125,153,pos_x,23,173,949,pos_x,16,185
125,235,pos_x,8,192,945,pos_x,16,185
125,270,pos_x,13,194,216,pos_x,16,185
125,329,pos_x,9,193,947,pos_x,16,185
125,337,pos_x,8,194,946,pos_x,16,185
126,268,pos_z,183,147,989,pos_z,176,121
126,434,pos_z,187,132,961,pos_z,176,121
127,438,pos_z,151,1,944,neg_y,141,238
127,470,neg_y,162,252,948,neg_y,141,238
128,174,pos_y,233,249,1012,pos_y,206,227
128,248,pos_y,206,239,244,pos_y,206,227
128,333,pos_y,222,236,318,pos_y,206,227
128,355,pos_y,213,230,272,pos_y,206,227
128,356,pos_y,215,238,985,pos_y,206,227
128,481,pos_y,231,250,1048,pos_y,206,227
129,196,neg_x,69,105,979,neg_x,68,111
129,228,neg_x,60,109,976,neg_x,68,111
129,446,neg_x,67,103,978,neg_x,68,111
130,148,neg_x,123,82,991,neg_x,142,96
130,170,neg_x,111,67,1012,neg_x,142,96
130,271,neg_x,143,105,997,neg_x,142,96
130,347,neg_x,112,70,1008,neg_x,142,96
131,460,pos_z,6,104,981,neg_x,247,85
132,183,pos_x,214,0,947,pos_x,220,2
132,216,pos_x,242,4,965,pos_x,220,2
133,263,pos_y,0,243,963,pos_y,8,238
133,436,pos_y,14,232,967,pos_y,8,238
133,457,pos_y,1,225,951,pos_y,8,238
133,491,pos_y,10,227,961,pos_y,8,238
134,143,neg_y,72,227,968,neg_y,85,213
134,151,neg_y,74,214,983,neg_y,85,213
134,166,neg_y,89,217,244,neg_y,85,213
134,351,neg_y,96,224,964,neg_y,85,213
135,306,pos_z,224,89,983,pos_z,220,95
135,375,pos_z,218,101,225,pos_z,220,95
135,434,pos_z,208,109,955,pos_z,220,95
136,171,pos_z,196,67,998,pos_z,221,51
136,283,pos_z,199,64,974,pos_z,221,51
136,309,pos_z,205,64,973,pos_z,221,51
136,440,pos_z,226,34,978,pos_z,221,51
137,212,neg_x,244,117,937,neg_x,247,110
139,236,neg_z,18,218,963,neg_z,26,228
139,284,neg_z,25,234,972,neg_z,26,228
139,481,neg_z,26,234,971,neg_z,26,228
140,332,neg_y,250,80,1335,neg_y,252,80
141,418,pos_y,231,161,946,pos_y,231,147
141,465,pos_y,242,149,939,pos_y,231,147
142,168,neg_z,215,58,253,neg_z,220,50
142,180,neg_z,219,45,971,neg_z,220,50
142,369,neg_z,226,56,962,neg_z,220,50
143,151,neg_y,68,222,975,neg_y,58,218
143,251,neg_y,66,228,972,neg_y,58,218
143,291,neg_y,55,225,1004,neg_y,58,218
144,326,neg_x,40,43,998,neg_x,33,42
145,174,neg_z,7,249,1002,neg_z,10,246
145,284,neg_z,22,234,978,neg_z,10,246
145,348,neg_z,12,235,235,neg_z,10,246
145,481,neg_z,18,244,970,neg_z,10,246
146,304,pos_z,35,135,950,pos_z,36,135
147,271,neg_x,153,114,992,neg_x,172,127
147,274,neg_x,172,139,991,neg_x,172,127
148,347,neg_x,107,76,977,neg_x,110,75
149,273,neg_x,3,102,933,neg_x,1,105
149,372,neg_z,254,107,930,neg_x,1,105
149,445,neg_x,24,88,968,neg_x,1,105
150,338,pos_z,232,98,1234,pos_z,221,113
150,375,pos_z,225,103,952,pos_z,221,113
150,434,pos_z,234,106,943,pos_z,221,113
151,173,neg_y,71,213,980,neg_y,59,210
152,202,neg_y,211,34,969,neg_y,227,49
152,218,neg_y,226,41,970,neg_y,227,49
153,156,pos_x,10,178,296,pos_x,10,187
153,235,pos_x,8,189,944,pos_x,10,187
154,187,neg_x,151,68,983,neg_x,152,69
154,296,neg_x,160,73,251,neg_x,152,69
154,330,neg_x,159,70,986,neg_x,152,69
155,182,pos_y,143,31,949,pos_y,131,34
155,350,pos_y,132,32,958,pos_y,131,34
155,456,pos_y,144,32,947,pos_y,131,34
157,281,pos_y,60,98,972,pos_y,51,98
157,359,pos_y,62,106,233,pos_y,51,98
157,455,pos_y,43,111,1020,pos_y,51,98
158,266,pos_x,215,203,973,pos_x,208,217
158,297,pos_x,217,219,330,pos_x,208,217
158,349,pos_x,216,218,344,pos_x,208,217
159,217,pos_y,201,17,977,pos_y,194,5
159,479,pos_y,175,13,234,pos_y,194,5
160,241,neg_z,53,210,972,neg_z,68,192
161,389,pos_y,163,158,312,pos_y,147,155
161,429,pos_y,157,170,454,pos_y,147,155
161,443,pos_y,163,159,354,pos_y,147,155
162,193,pos_x,22,139,970,pos_x,36,159
162,194,pos_x,41,158,1020,pos_x,36,159
163,165,neg_x,1,32,215,neg_x,6,41
164,238,neg_y,117,228,225,neg_y,123,215
166,176,neg_y,90,203,252,neg_y,96,207
166,231,neg_y,97,205,983,neg_y,96,207
166,351,neg_y,96,223,965,neg_y,96,207
167,208,pos_z,46,26,999,pos_z,42,14
167,234,pos_z,51,29,998,pos_z,42,14
167,468,pos_z,51,32,1018,pos_z,42,14
168,180,neg_z,216,45,972,neg_z,209,53
168,475,neg_z,202,38,971,neg_z,209,53
168,483,neg_z,211,62,237,neg_z,209,53
169,206,pos_z,1,143,461,neg_x,255,144
169,233,neg_x,247,145,960,neg_x,255,144
169,319,neg_x,247,138,251,neg_x,255,144
170,322,neg_x,99,51,1013,neg_x,109,64
171,283,pos_z,195,65,975,pos_z,189,68
172,325,neg_x,124,239,982,neg_x,114,244
172,354,neg_x,125,236,999,neg_x,114,244
172,444,neg_x,105,245,359,neg_x,114,244
173,252,neg_y,73,207,991,neg_y,61,208
174,481,pos_y,239,255,983,neg_z,2,251
175,367,neg_x,132,229,980,neg_x,151,207
175,495,neg_x,130,228,1011,neg_x,151,207
176,231,neg_y,92,199,987,neg_y,87,209
176,232,neg_y,82,191,993,neg_y,87,209
176,279,neg_y,84,205,977,neg_y,87,209
177,200,neg_y,215,192,984,neg_y,218,202
177,278,neg_y,208,200,273,neg_y,218,202
177,290,neg_y,223,198,982,neg_y,218,202
178,189,pos_y,171,50,971,pos_y,164,49
178,340,pos_y,159,48,960,pos_y,164,49
179,184,pos_x,254,61,976,pos_x,244,52
179,357,pos_x,225,40,321,pos_x,244,52
180,368,neg_z,226,31,980,neg_z,222,42
180,475,neg_z,209,39,974,neg_z,222,42
181,204,pos_z,24,110,948,pos_z,24,111
181,460,pos_z,13,100,989,pos_z,24,111
182,340,pos_y,159,45,1285,pos_y,151,34
182,456,pos_y,145,32,947,pos_y,151,34
183,245,neg_y,252,49,966,pos_x,214,3
183,272,pos_x,209,0,945,pos_x,214,3
184,452,neg_z,21,98,976,neg_z,14,77
185,194,pos_x,57,158,229,pos_x,52,164
185,316,pos_x,64,159,551,pos_x,52,164
