river_id,river_name,step,face,u,v,distance_blocks,terrain_elevation,bed_elevation,water_surface,discharge,width,depth,stream_order,tributaries,lake_id,ocean_id,sink_name
34,Isun River,2,pos_x,247,52,93.873,86.400,83.755,86.000,16303.04004,8.910,2.250,2,1,0,0,The World Ocean
34,Isun River,3,pos_x,246,51,140.599,84.971,80.902,84.000,62896.41797,16.420,3.100,2,3,0,0,The World Ocean
34,Isun River,4,pos_x,247,50,180.025,85.095,80.895,84.000,63484.91797,16.490,3.100,2,1,0,0,The World Ocean
34,Isun River,5,pos_x,248,49,219.342,81.041,76.882,80.000,64537.92578,16.610,3.120,2,1,0,0,The World Ocean
34,Isun River,6,pos_x,249,48,258.545,76.561,72.868,76.000,65724.50000,16.760,3.130,2,1,0,0,The World Ocean
34,Isun River,7,pos_x,250,47,297.625,69.387,65.848,69.000,67404.29688,16.950,3.150,2,1,0,0,The World Ocean
34,Isun River,8,pos_x,251,46,336.577,64.350,61.392,64.000,73911.38281,27.580,2.610,2,2,0,0,The World Ocean
580,Moros River,0,pos_z,96,67,0.000,68.748,66.650,68.000,1280.34216,3.300,1.350,1,0,0,0,The World Ocean
580,Moros River,1,pos_z,97,68,40.829,68.571,66.454,68.000,1432.95764,3.050,1.550,1,1,0,0,The World Ocean
580,Moros River,2,pos_z,98,68,68.947,68.469,66.306,68.000,2382.50928,3.640,1.690,1,1,0,0,The World Ocean
580,Moros River,3,pos_z,99,68,97.040,68.441,66.181,68.000,3464.14771,4.190,1.820,1,1,0,0,The World Ocean
580,Moros River,4,pos_z,100,69,137.898,68.371,66.170,68.000,3576.64502,4.240,1.830,1,1,0,0,The World Ocean
580,Moros River,5,pos_z,101,68,179.516,68.263,64.716,67.000,10434.77930,6.540,2.280,2,3,0,0,The World Ocean
580,Moros River,6,pos_z,102,69,220.400,68.171,64.701,67.000,10762.65625,6.630,2.300,2,1,0,0,The World Ocean
580,Moros River,7,pos_z,103,70,261.286,68.119,64.687,67.000,11070.81543,6.710,2.310,2,1,0,0,The World Ocean
580,Moros River,8,pos_z,104,71,302.173,68.129,64.679,67.000,11233.89844,6.750,2.320,2,1,0,0,The World Ocean
580,Moros River,9,pos_z,105,71,330.247,68.125,64.673,67.000,11376.32910,6.790,2.330,2,1,0,0,The World Ocean
580,Moros River,10,pos_z,106,71,358.302,68.087,64.313,67.000,21511.39453,8.960,2.690,3,3,0,0,The World Ocean
580,Moros River,11,pos_z,107,72,399.213,68.077,64.303,67.000,21851.70508,9.020,2.700,3,1,0,0,The World Ocean
580,Moros River,12,pos_z,108,73,440.124,68.072,64.227,67.000,24612.81250,9.510,2.770,3,2,0,0,The World Ocean
580,Moros River,13,pos_z,109,74,481.035,68.054,64.216,67.000,25055.20312,9.590,2.780,3,1,0,0,The World Ocean
580,Moros River,14,pos_z,110,75,521.945,68.063,64.207,67.000,25396.25195,9.650,2.790,3,1,0,0,The World Ocean
580,Moros River,15,pos_z,111,74,563.274,68.018,64.196,67.000,25820.54297,9.720,2.800,3,1,0,0,The World Ocean
580,Moros River,16,pos_z,112,75,604.206,68.043,64.185,67.000,26247.55469,9.790,2.810,3,1,0,0,The World Ocean
580,Moros River,17,pos_z,113,76,645.136,67.734,64.146,67.000,27831.79297,10.050,2.850,3,2,0,0,The World Ocean
580,Moros River,18,pos_z,114,76,673.238,67.478,64.133,67.000,28395.37500,10.150,2.870,3,1,0,0,The World Ocean
580,Moros River,19,pos_z,115,76,701.330,67.143,62.923,66.000,38136.39844,11.600,3.080,3,2,0,0,The World Ocean
580,Moros River,20,pos_z,116,76,729.411,66.652,62.798,66.000,44919.67188,12.510,3.200,3,2,0,0,The World Ocean
580,Moros River,21,pos_z,117,75,770.641,65.952,61.751,65.000,47699.44922,12.860,3.250,3,2,0,0,The World Ocean
580,Moros River,22,pos_z,118,74,811.879,65.519,61.715,65.000,49889.37891,13.130,3.290,3,2,0,0,The World Ocean
580,Moros River,23,pos_z,119,73,853.124,64.350,61.626,64.000,50597.40625,23.120,2.370,3,1,0,0,The World Ocean
170,Haros River,0,pos_x,8,221,0.000,66.992,64.536,66.000,1039.68616,2.750,1.460,1,0,0,0,The World Ocean
170,Haros River,1,pos_x,9,222,47.053,66.607,64.529,66.000,1067.47290,2.770,1.470,1,1,0,0,The World Ocean
170,Haros River,2,pos_x,10,223,94.013,66.276,63.526,65.000,1082.64514,2.780,1.470,1,1,0,0,The World Ocean
170,Haros River,3,pos_x,11,224,140.887,65.718,63.051,65.000,4907.83203,4.800,1.950,2,2,0,0,The World Ocean
170,Haros River,4,pos_x,12,223,177.939,65.429,62.879,65.000,7400.64551,5.670,2.120,2,3,0,0,The World Ocean
170,Haros River,5,pos_x,13,222,215.184,65.155,62.737,65.000,9999.24512,6.420,2.260,2,3,0,0,The World Ocean
170,Haros River,6,pos_x,14,222,247.033,64.921,62.670,65.000,11435.33984,6.800,2.330,2,2,0,0,The World Ocean
170,Haros River,7,pos_x,15,221,284.518,64.631,62.558,65.000,14139.50781,7.450,2.440,2,3,0,0,The World Ocean
170,Haros River,8,pos_x,16,220,322.175,64.511,62.447,65.000,17226.88672,8.120,2.550,2,3,0,0,The World Ocean
170,Haros River,9,pos_x,17,220,353.836,64.487,62.374,65.000,19478.87109,8.570,2.630,2,2,0,0,The World Ocean
170,Haros River,10,pos_x,18,219,391.706,64.435,62.251,65.000,23745.65820,9.360,2.750,2,3,0,0,The World Ocean
170,Haros River,11,pos_x,19,219,423.211,64.466,62.184,65.000,26302.37305,9.800,2.820,2,2,0,0,The World Ocean
170,Haros River,12,pos_x,20,218,461.281,64.458,62.102,65.000,29716.08398,10.360,2.900,2,2,0,0,The World Ocean
170,Haros River,13,pos_x,21,217,499.494,64.442,62.095,65.000,29977.57617,10.400,2.900,2,1,0,0,The World Ocean
170,Haros River,14,pos_x,21,216,527.537,64.420,62.083,65.000,30512.35547,10.480,2.920,2,1,0,0,The World Ocean
170,Haros River,15,pos_x,22,215,565.977,64.366,61.765,65.000,46844.46094,12.750,3.230,3,3,0,0,The World Ocean
170,Haros River,16,pos_x,23,216,611.429,64.350,61.660,64.000,47760.48438,22.510,2.340,3,1,0,0,The World Ocean
561,Baresh River,0,pos_z,203,64,0.000,69.698,67.700,69.000,1024.26367,3.070,1.300,1,0,0,0,The World Ocean
561,Baresh River,1,pos_z,204,63,40.268,69.467,67.681,69.000,1114.11426,3.150,1.320,1,1,0,0,The World Ocean
561,Baresh River,2,pos_z,205,62,80.503,69.223,66.661,68.000,1221.84253,3.250,1.340,1,1,0,0,The World Ocean
561,Baresh River,3,pos_z,206,61,120.701,68.977,66.643,68.000,1317.18347,3.330,1.360,1,1,0,0,The World Ocean
561,Baresh River,4,pos_z,207,60,160.862,68.741,66.625,68.000,1421.00806,3.420,1.370,1,1,0,0,The World Ocean
561,Baresh River,5,pos_z,208,59,200.982,68.535,66.427,68.000,1581.41077,3.150,1.570,1,1,0,0,The World Ocean
561,Baresh River,6,pos_z,209,58,241.061,68.239,65.404,67.000,1713.67334,3.240,1.600,1,1,0,0,The World Ocean
561,Baresh River,7,pos_z,210,57,281.095,67.911,65.377,67.000,1887.53540,3.350,1.620,1,1,0,0,The World Ocean
561,Baresh River,8,pos_z,211,56,321.082,67.547,65.344,67.000,2102.34619,3.480,1.660,1,1,0,0,The World Ocean
561,Baresh River,9,pos_z,212,55,361.019,67.151,64.309,66.000,2354.88574,3.630,1.690,1,1,0,0,The World Ocean
561,Baresh River,10,pos_z,213,54,400.905,66.729,64.273,66.000,2642.12891,3.790,1.730,1,1,0,0,The World Ocean
561,Baresh River,11,pos_z,214,53,440.735,66.290,63.235,65.000,2961.44141,3.950,1.760,1,1,0,0,The World Ocean
561,Baresh River,12,pos_z,215,52,480.508,65.845,63.197,65.000,3308.31348,4.120,1.800,1,1,0,0,The World Ocean
561,Baresh River,13,pos_z,216,51,520.219,65.372,63.160,65.000,3678.09009,4.290,1.840,1,1,0,0,The World Ocean
561,Baresh River,14,pos_z,217,50,559.866,64.815,63.123,65.000,4065.60571,4.460,1.880,1,1,0,0,The World Ocean
561,Baresh River,15,pos_z,218,49,599.446,64.470,62.124,65.000,28743.51172,10.200,2.880,3,3,0,0,The World Ocean
561,Baresh River,16,pos_z,219,49,630.043,64.455,62.041,65.000,32401.05078,10.770,2.960,3,2,0,0,The World Ocean
561,Baresh River,17,pos_z,220,48,669.528,64.437,61.998,65.000,34419.51562,11.070,3.000,3,2,0,0,The World Ocean
561,Baresh River,18,pos_z,221,48,700.252,64.409,61.827,65.000,43296.84766,12.300,3.170,3,4,0,0,The World Ocean
561,Baresh River,19,pos_z,222,49,744.611,64.368,61.817,65.000,43823.07422,12.360,3.180,3,1,0,0,The World Ocean
561,Baresh River,20,pos_z,223,48,784.028,64.350,61.702,64.000,44355.97266,21.760,2.300,3,1,0,0,The World Ocean
218,Aleth River,0,neg_x,166,62,0.000,64.758,63.465,65.000,1375.34814,3.010,1.540,1,0,0,0,The World Ocean
218,Aleth River,1,neg_x,167,61,40.765,64.609,63.384,65.000,1842.66333,3.330,1.620,1,1,0,0,The World Ocean
218,Aleth River,2,neg_x,168,60,81.523,64.472,63.304,65.000,2400.16748,3.650,1.700,1,1,0,0,The World Ocean
218,Aleth River,3,neg_x,167,59,123.642,64.435,63.229,65.000,3012.48413,3.970,1.770,1,1,0,0,The World Ocean
218,Aleth River,4,neg_x,166,58,165.777,64.428,63.160,65.000,3674.41895,4.290,1.840,1,1,0,0,The World Ocean
218,Aleth River,5,neg_x,165,58,193.702,64.425,62.448,65.000,17177.82227,8.110,2.550,2,4,0,0,The World Ocean
218,Aleth River,6,neg_x,164,57,235.837,64.425,62.244,65.000,23975.05078,9.400,2.760,2,3,0,0,The World Ocean
218,Aleth River,7,neg_x,163,56,277.990,64.425,62.057,65.000,31682.92383,10.660,2.940,2,3,0,0,The World Ocean
218,Aleth River,8,neg_x,163,55,308.924,64.431,61.931,65.000,37709.37891,11.540,3.070,2,2,0,0,The World Ocean
218,Aleth River,9,neg_x,164,54,349.831,64.354,61.875,65.000,40679.21875,11.950,3.130,2,1,0,0,The World Ocean
218,Aleth River,10,neg_x,165,53,390.733,64.392,61.860,65.000,41464.77734,12.050,3.140,2,1,0,0,The World Ocean
218,Aleth River,11,neg_x,166,52,431.628,64.350,61.708,64.000,43869.77734,21.650,2.290,2,2,0,0,The World Ocean
555,Orora River,0,pos_z,85,61,0.000,69.053,66.680,68.000,1121.78394,3.160,1.320,1,0,0,0,The World Ocean
555,Orora River,1,pos_z,84,60,40.705,68.729,66.627,68.000,1410.19495,3.410,1.370,1,1,0,0,The World Ocean
555,Orora River,2,pos_z,83,60,68.923,68.510,66.588,68.000,1657.92920,3.600,1.410,1,1,0,0,The World Ocean
555,Orora River,3,pos_z,82,59,109.599,68.258,65.370,67.000,1930.55444,3.380,1.630,1,1,0,0,The World Ocean
555,Orora River,4,pos_z,81,59,137.847,68.022,65.334,67.000,2177.63721,3.530,1.670,1,1,0,0,The World Ocean
555,Orora River,5,pos_z,80,58,178.492,67.783,65.299,67.000,2434.80298,3.670,1.700,1,1,0,0,The World Ocean
555,Orora River,6,pos_z,79,58,206.772,67.762,65.280,67.000,2583.62769,3.750,1.720,1,1,0,0,The World Ocean
555,Orora River,7,pos_z,78,58,235.094,67.750,65.262,67.000,2727.87061,3.830,1.740,1,1,0,0,The World Ocean
555,Orora River,8,pos_z,77,58,263.457,67.702,65.248,67.000,2848.59619,3.890,1.750,1,1,0,0,The World Ocean
555,Orora River,9,pos_z,76,57,304.029,67.568,65.246,67.000,2859.38110,3.900,1.750,1,1,0,0,The World Ocean
555,Orora River,10,pos_z,75,56,344.582,67.497,65.244,67.000,2869.63574,3.900,1.750,1,1,0,0,The World Ocean
555,Orora River,11,pos_z,74,55,385.116,67.567,65.161,67.000,3660.35449,4.280,1.840,1,1,0,0,The World Ocean
555,Orora River,12,pos_z,73,55,413.509,67.526,65.137,67.000,3912.74219,4.390,1.860,1,1,0,0,The World Ocean
555,Orora River,13,pos_z,72,54,454.001,67.646,65.120,67.000,4102.17773,4.470,1.880,1,1,0,0,The World Ocean
555,Orora River,14,pos_z,71,54,482.437,67.564,65.098,67.000,4344.49805,4.570,1.900,1,1,0,0,The World Ocean
555,Orora River,15,pos_z,70,53,522.882,67.693,65.083,67.000,4518.44775,4.640,1.920,1,1,0,0,The World Ocean
555,Orora River,16,pos_z,69,53,551.363,67.696,65.064,67.000,4746.50781,4.740,1.940,1,1,0,0,The World Ocean
555,Orora River,17,pos_z,68,53,579.895,67.573,65.046,67.000,4967.74951,4.820,1.950,1,1,0,0,The World Ocean
555,Orora River,18,pos_z,67,53,608.478,67.643,64.998,67.000,5597.73877,5.060,2.000,1,1,0,0,The World Ocean
555,Orora River,19,pos_z,66,53,637.115,67.612,64.965,67.000,6059.47607,5.220,2.030,1,1,0,0,The World Ocean
555,Orora River,20,pos_z,65,53,665.805,67.674,64.952,67.000,6245.04834,5.290,2.050,1,1,0,0,The World Ocean
555,Orora River,21,pos_z,64,53,694.550,67.728,64.921,67.000,6714.29150,5.440,2.080,1,1,0,0,The World Ocean
555,Orora River,22,pos_z,63,53,723.352,67.745,64.913,67.000,6849.98975,5.490,2.090,1,1,0,0,The World Ocean
555,Orora River,23,pos_z,62,53,752.212,67.733,64.911,67.000,6878.57178,5.500,2.090,1,1,0,0,The World Ocean
555,Orora River,24,pos_z,61,53,781.131,67.669,64.909,67.000,6906.39209,5.510,2.090,1,1,0,0,The World Ocean
555,Orora River,25,pos_z,60,53,810.110,67.639,64.907,67.000,6933.21680,5.520,2.090,1,1,0,0,The World Ocean
555,Orora River,26,pos_z,59,53,839.150,67.638,64.905,67.000,6972.67871,5.530,2.100,1,1,0,0,The World Ocean
555,Orora River,27,pos_z,58,53,868.253,67.614,64.903,67.000,7005.33545,5.540,2.100,1,1,0,0,The World Ocean
555,Orora River,28,pos_z,57,52,908.388,67.563,64.890,67.000,7213.61816,5.610,2.110,1,1,0,0,The World Ocean
555,Orora River,29,pos_z,56,51,948.482,67.609,64.882,67.000,7341.70898,5.650,2.120,1,1,0,0,The World Ocean
555,Orora River,30,pos_z,55,51,977.664,67.472,64.875,67.000,7452.04150,5.680,2.120,1,1,0,0,The World Ocean
555,Orora River,31,pos_z,54,50,1017.691,67.563,64.869,67.000,7567.09717,5.720,2.130,1,1,0,0,The World Ocean
555,Orora River,32,pos_z,53,50,1046.948,67.479,64.862,67.000,7681.91064,5.750,2.140,1,1,0,0,The World Ocean
555,Orora River,33,pos_z,52,50,1076.276,67.489,64.858,67.000,7753.84277,5.780,2.140,1,1,0,0,The World Ocean
555,Orora River,34,pos_z,51,50,1105.676,67.487,64.806,67.000,8668.31250,6.050,2.190,1,1,0,0,The World Ocean
555,Orora River,35,pos_z,50,50,1135.148,67.563,64.794,67.000,8885.23438,6.110,2.210,1,1,0,0,The World Ocean
555,Orora River,36,pos_z,49,51,1178.635,67.404,64.783,67.000,9102.08008,6.180,2.220,1,1,0,0,The World Ocean
555,Orora River,37,pos_z,48,52,1222.126,67.323,63.777,66.000,9219.27441,6.210,2.220,1,1,0,0,The World Ocean
555,Orora River,38,pos_z,47,53,1265.622,67.466,63.775,66.000,9500.93457,6.290,2.240,1,1,0,0,The World Ocean
555,Orora River,39,pos_z,46,54,1309.126,67.436,63.773,66.000,9686.59375,6.340,2.250,1,1,0,0,The World Ocean
555,Orora River,40,pos_z,45,55,1352.642,67.382,63.771,66.000,9771.65039,6.360,2.250,1,1,0,0,The World Ocean
555,Orora River,41,pos_z,45,56,1381.450,67.134,63.738,66.000,9992.94141,6.420,2.260,1,1,0,0,The World Ocean
555,Orora River,42,pos_z,44,57,1424.948,67.295,63.736,66.000,10033.61914,6.430,2.260,1,1,0,0,The World Ocean
555,Orora River,43,pos_z,43,58,1468.464,67.591,63.734,66.000,10269.84863,6.500,2.280,1,1,0,0,The World Ocean
555,Orora River,44,pos_z,44,59,1508.509,67.077,63.639,66.000,12149.13965,6.980,2.360,2,2,0,0,The World Ocean
555,Orora River,45,pos_z,45,60,1548.599,67.087,63.637,66.000,12173.81836,6.990,2.360,2,1,0,0,The World Ocean
555,Orora River,46,pos_z,46,61,1588.731,67.252,63.635,66.000,12198.38184,6.990,2.360,2,1,0,0,The World Ocean
555,Orora River,47,pos_z,47,62,1628.904,67.410,63.633,66.000,12222.60449,7.000,2.360,2,1,0,0,The World Ocean
555,Orora River,48,pos_z,48,63,1669.115,67.528,63.631,66.000,12247.03711,7.000,2.370,2,1,0,0,The World Ocean
555,Orora River,49,pos_z,49,64,1709.362,67.575,63.629,66.000,12271.78906,7.010,2.370,2,1,0,0,The World Ocean
555,Orora River,50,pos_z,50,65,1749.643,67.623,63.627,66.000,12295.86426,7.020,2.370,2,1,0,0,The World Ocean
555,Orora River,51,pos_z,51,66,1789.956,67.631,63.625,66.000,12344.94922,7.030,2.370,2,1,0,0,The World Ocean
555,Orora River,52,pos_z,52,67,1830.300,67.600,63.623,66.000,12422.74023,7.050,2.370,2,1,0,0,The World Ocean
555,Orora River,53,pos_z,53,68,1870.672,67.522,63.621,66.000,12469.34180,7.060,2.370,2,1,0,0,The World Ocean
555,Orora River,54,pos_z,53,69,1899.204,67.508,63.619,66.000,12487.83887,7.060,2.380,2,1,0,0,The World Ocean
555,Orora River,55,pos_z,53,70,1927.685,67.507,63.617,66.000,12496.63379,7.070,2.380,2,1,0,0,The World Ocean
555,Orora River,56,pos_z,54,71,1968.131,67.448,63.615,66.000,12567.75488,7.080,2.380,2,1,0,0,The World Ocean
555,Orora River,57,pos_z,55,71,1998.412,67.420,63.613,66.000,17493.76562,8.180,2.560,3,2,0,0,The World Ocean
555,Orora River,58,pos_z,56,71,2028.619,67.441,63.611,66.000,17691.36914,8.220,2.570,3,1,0,0,The World Ocean
555,Orora River,59,pos_z,57,71,2058.752,67.434,63.609,66.000,17855.02734,8.250,2.570,3,1,0,0,The World Ocean
555,Orora River,60,pos_z,58,72,2099.227,67.332,63.423,66.000,17945.81836,8.270,2.580,3,1,0,0,The World Ocean
555,Orora River,61,pos_z,59,72,2129.261,67.322,63.419,66.000,18053.01758,8.290,2.580,3,1,0,0,The World Ocean
555,Orora River,62,pos_z,60,72,2159.226,67.354,63.417,66.000,18214.56641,8.320,2.590,3,1,0,0,The World Ocean
555,Orora River,63,pos_z,61,73,2199.726,67.240,63.406,66.000,18458.64844,8.370,2.590,3,1,0,0,The World Ocean
555,Orora River,64,pos_z,62,72,2242.099,67.457,63.404,66.000,18582.31055,8.400,2.600,3,1,0,0,The World Ocean
555,Orora River,65,pos_z,63,73,2282.606,67.341,63.396,66.000,18784.02734,8.440,2.600,3,1,0,0,The World Ocean
555,Orora River,66,pos_z,64,73,2312.351,67.348,63.392,66.000,18911.76758,8.460,2.610,3,1,0,0,The World Ocean
555,Orora River,67,pos_z,65,73,2342.033,67.366,63.390,66.000,19097.89062,8.500,2.610,3,1,0,0,The World Ocean
555,Orora River,68,pos_z,66,73,2371.655,67.406,63.388,66.000,19264.45117,8.530,2.620,3,1,0,0,The World Ocean
555,Orora River,69,pos_z,67,73,2401.218,67.451,63.386,66.000,19375.03516,8.550,2.620,3,1,0,0,The World Ocean
555,Orora River,70,pos_z,68,74,2441.760,67.385,63.384,66.000,19464.08789,8.570,2.630,3,1,0,0,The World Ocean
555,Orora River,71,pos_z,69,75,2482.317,67.348,63.371,66.000,19562.52148,8.590,2.630,3,1,0,0,The World Ocean
555,Orora River,72,pos_z,70,76,2522.888,67.320,63.368,66.000,19672.39258,8.610,2.630,3,1,0,0,The World Ocean
555,Orora River,73,pos_z,71,77,2563.473,67.298,63.364,66.000,19801.93750,8.640,2.640,3,1,0,0,The World Ocean
555,Orora River,74,pos_z,72,78,2604.071,67.286,63.359,66.000,19965.44922,8.670,2.640,3,1,0,0,The World Ocean
555,Orora River,75,pos_z,73,79,2644.681,67.262,63.350,66.000,20262.92969,8.730,2.650,3,1,0,0,The World Ocean
555,Orora River,76,pos_z,74,80,2685.302,67.230,63.259,66.000,23435.00781,9.310,2.740,3,2,0,0,The World Ocean
555,Orora River,77,pos_z,75,81,2725.933,67.185,63.257,66.000,23454.60352,9.310,2.740,3,1,0,0,The World Ocean
555,Orora River,78,pos_z,76,82,2766.574,67.125,63.255,66.000,23474.19141,9.320,2.740,3,1,0,0,The World Ocean
555,Orora River,79,pos_z,77,83,2807.225,67.054,63.253,66.000,23493.78516,9.320,2.740,3,1,0,0,The World Ocean
555,Orora River,80,pos_z,78,84,2847.883,66.968,63.251,66.000,23513.38672,9.320,2.740,3,1,0,0,The World Ocean
555,Orora River,81,pos_z,79,85,2888.550,66.885,63.249,66.000,23532.98242,9.330,2.740,3,1,0,0,The World Ocean
555,Orora River,82,pos_z,80,86,2929.223,66.818,63.247,66.000,23552.54688,9.330,2.740,3,1,0,0,The World Ocean
555,Orora River,83,pos_z,81,87,2969.904,66.774,63.245,66.000,23572.05664,9.330,2.740,3,1,0,0,The World Ocean
555,Orora River,84,pos_z,82,88,3010.591,66.764,63.243,66.000,23591.49219,9.340,2.750,3,1,0,0,The World Ocean
555,Orora River,85,pos_z,83,89,3051.283,66.793,63.241,66.000,23610.83984,9.340,2.750,3,1,0,0,The World Ocean
555,Orora River,86,pos_z,84,90,3091.982,66.861,63.239,66.000,23630.09180,9.340,2.750,3,1,0,0,The World Ocean
555,Orora River,87,pos_z,85,91,3132.684,66.963,63.237,66.000,23649.24609,9.350,2.750,3,1,0,0,The World Ocean
555,Orora River,88,pos_z,86,92,3173.392,67.082,63.235,66.000,23668.30664,9.350,2.750,3,1,0,0,The World Ocean
555,Orora River,89,pos_z,87,93,3214.104,67.205,63.233,66.000,23687.27539,9.350,2.750,3,1,0,0,The World Ocean
555,Orora River,90,pos_z,88,94,3254.819,67.335,63.231,66.000,23717.03516,9.360,2.750,3,1,0,0,The World Ocean
555,Orora River,91,pos_z,89,95,3295.538,67.459,63.229,66.000,23739.85938,9.360,2.750,3,1,0,0,The World Ocean
555,Orora River,92,pos_z,89,96,3324.353,67.424,63.227,66.000,23758.56836,9.370,2.750,3,1,0,0,The World Ocean
555,Orora River,93,pos_z,89,97,3353.140,67.310,63.225,66.000,23780.63867,9.370,2.750,3,1,0,0,The World Ocean
555,Orora River,94,pos_z,89,98,3381.900,67.144,63.223,66.000,23798.80469,9.370,2.750,3,1,0,0,The World Ocean
555,Orora River,95,pos_z,89,99,3410.634,66.973,63.221,66.000,23816.83008,9.380,2.750,3,1,0,0,The World Ocean
555,Orora River,96,pos_z,88,100,3451.856,66.754,63.219,66.000,23838.06445,9.380,2.750,3,1,0,0,The World Ocean
555,Orora River,97,pos_z,89,101,3492.600,66.570,63.217,66.000,23848.70508,9.380,2.750,3,1,0,0,The World Ocean
555,Orora River,98,pos_z,89,102,3521.262,66.441,63.215,66.000,23896.62891,9.390,2.750,3,1,0,0,The World Ocean
555,Orora River,99,pos_z,89,103,3549.902,66.304,62.245,65.000,23955.01172,9.400,2.760,3,1,0,0,The World Ocean
555,Orora River,100,pos_z,89,104,3578.521,66.153,62.243,65.000,24025.33398,9.410,2.760,3,1,0,0,The World Ocean
555,Orora River,101,pos_z,89,105,3607.119,66.066,62.241,65.000,24091.42773,9.420,2.760,3,1,0,0,The World Ocean
555,Orora River,102,pos_z,89,106,3635.698,66.053,62.239,65.000,24159.83789,9.440,2.760,3,1,0,0,The World Ocean
555,Orora River,103,pos_z,89,107,3664.258,66.055,62.237,65.000,24230.69531,9.450,2.760,3,1,0,0,The World Ocean
555,Orora River,104,pos_z,89,108,3692.801,66.074,62.235,65.000,24299.38867,9.460,2.760,3,1,0,0,The World Ocean
555,Orora River,105,pos_z,89,109,3721.327,66.092,62.233,65.000,24367.45898,9.470,2.770,3,1,0,0,The World Ocean
555,Orora River,106,pos_z,89,110,3749.837,66.032,62.230,65.000,24505.16992,9.500,2.770,3,1,0,0,The World Ocean
555,Orora River,107,pos_z,88,111,3790.925,66.022,62.228,65.000,24570.69531,9.510,2.770,3,1,0,0,The World Ocean
